STATN	STNCODE	MONTH	TEMP_CTD:mean	TEMP_CTD:std	TEMP_CTD:number_of_values	SALT_CTD:mean	SALT_CTD:std	SALT_CTD:number_of_values	DOXY_BTL_bottom:mean	DOXY_BTL_bottom:std	DOXY_BTL_bottom:number_of_values	O2SAT_BTL:mean	O2SAT_BTL:std	O2SAT_BTL:number_of_values	H2S:mean	H2S:std	H2S:number_of_values	PHOS:mean	PHOS:std	PHOS:number_of_values	DIN:mean	DIN:std	DIN:number_of_values	SIO3-SI:mean	SIO3-SI:std	SIO3-SI:number_of_values	NTRI:mean	NTRI:std	NTRI:number_of_values	NTRA:mean	NTRA:std	NTRA:number_of_values	AMON:mean	AMON:std	AMON:number_of_values	PTOT:mean	PTOT:std	PTOT:number_of_values	NTOT:mean	NTOT:std	NTOT:number_of_values	CHLA:mean	CHLA:std	CHLA:number_of_values	SECCHI:mean	SECCHI:std	SECCHI:number_of_values
Å13	SKEX14	02	3.13	1.36	17	28.22	3.68	17	6.53	0.29	14	101.41	2.79	17	nan	nan	0	0.49	0.19	17	8.37	4.53	17	7.86	4.29	17	0.41	0.49	17	7.97	3.79	17	0.38	0.27	17	20.63	3.86	17	20.63	3.86	17	3.16	3.21	16	nan	nan	0
Å13	SKEX14	03	3.57	1.61	14	28.59	2.80	14	6.63	0.18	12	104.86	4.44	14	nan	nan	0	0.19	0.12	14	4.17	3.63	14	2.90	2.40	14	0.17	0.14	14	4.45	3.31	13	0.33	0.15	13	17.30	2.72	14	17.30	2.72	14	3.23	2.36	14	7.00	1.41	6
Å13	SKEX14	04	5.95	1.33	16	26.60	3.91	16	6.61	0.48	17	106.41	3.91	16	nan	nan	0	0.07	0.04	16	1.39	1.56	16	0.59	0.47	16	0.09	0.11	16	1.93	1.42	11	0.44	0.32	16	15.32	1.99	16	15.32	1.99	16	1.67	0.94	16	8.21	0.99	7
Å13	SKEX14	05	9.94	1.21	13	26.17	3.23	13	6.26	0.34	17	106.09	2.14	13	nan	nan	0	0.04	0.01	13	0.58	0.77	13	0.87	0.60	13	0.04	0.02	13	1.16	1.20	8	0.25	0.20	13	16.58	8.36	13	16.58	8.36	13	1.53	0.54	13	7.22	1.40	9
Å13	SKEX14	06	14.12	1.64	15	27.77	3.71	15	5.99	0.23	12	108.30	3.59	15	nan	nan	0	0.04	0.01	15	0.64	1.01	15	0.57	0.36	15	0.04	0.02	15	2.99	3.62	6	0.21	0.17	15	14.20	3.94	15	14.20	3.94	15	1.62	0.97	15	7.55	1.56	11
Å13	SKEX14	07	17.32	1.27	18	28.28	3.01	17	5.60	0.27	15	105.44	3.16	18	nan	nan	0	0.04	0.02	18	0.18	0.17	18	0.53	0.41	18	0.03	0.02	18	0.27	0.24	4	0.23	0.13	18	13.61	1.97	18	13.61	1.97	18	1.55	1.25	18	8.32	1.74	11
Å13	SKEX14	08	17.97	1.01	18	29.16	3.02	18	5.10	0.28	18	105.17	4.28	19	nan	nan	0	0.06	0.03	19	0.16	0.12	19	1.00	0.74	19	0.02	0.01	19	nan	nan	2	0.17	0.09	19	12.55	1.78	19	12.55	1.78	19	1.26	0.71	19	8.33	2.81	12
Å13	SKEX14	09	15.70	0.89	15	29.07	3.03	15	4.95	0.31	13	101.10	2.34	14	nan	nan	0	0.09	0.05	14	0.20	0.18	14	1.75	1.02	14	0.03	0.01	14	0.34	0.37	4	0.20	0.12	14	12.84	1.84	14	12.84	1.84	14	1.44	0.61	14	7.25	0.43	4
Å13	SKEX14	10	12.63	1.26	14	28.03	3.59	14	5.25	0.27	12	98.16	1.80	14	nan	nan	0	0.18	0.06	14	0.48	0.30	14	2.34	1.19	14	0.11	0.07	14	0.27	0.19	13	0.45	0.26	14	13.87	2.60	14	13.87	2.60	14	2.19	1.00	14	nan	nan	1
Å13	SKEX14	11	9.40	1.42	11	29.46	3.03	11	5.54	0.42	14	98.48	1.21	13	nan	nan	0	0.31	0.10	12	1.99	0.94	13	3.83	2.28	13	0.36	0.23	13	1.27	0.58	13	0.57	0.47	10	13.87	1.92	13	13.87	1.92	13	2.04	0.81	13	nan	nan	0
Å13	SKEX14	12	6.68	2.11	15	28.70	3.10	15	5.93	0.42	11	98.82	1.38	15	nan	nan	0	0.44	0.11	15	4.36	1.22	15	5.54	1.53	15	0.38	0.34	15	3.52	1.01	15	0.74	0.47	14	16.18	1.36	15	16.18	1.36	15	1.38	0.89	15	nan	nan	2
Å15	SKEX16	01	4.76	2.06	13	31.75	2.68	13	6.30	0.49	18	98.69	1.51	13	nan	nan	0	0.53	0.08	13	6.15	1.35	13	5.17	2.16	13	0.37	0.43	13	5.42	1.27	13	0.30	0.30	13	14.60	2.31	13	14.60	2.31	13	1.54	2.39	9	nan	nan	0
Å15	SKEX16	02	3.58	1.55	15	29.68	3.63	15	6.55	0.21	19	101.88	2.77	15	nan	nan	0	0.46	0.15	15	6.20	2.54	15	5.54	3.19	15	0.17	0.11	15	6.38	1.98	15	0.17	0.15	15	16.76	1.65	15	16.76	1.65	15	3.61	4.00	11	nan	nan	0
Å15	SKEX16	03	3.89	1.53	14	29.25	2.27	14	6.58	0.22	16	104.67	4.41	14	nan	nan	0	0.19	0.09	14	3.38	2.94	14	2.28	2.07	14	0.15	0.15	14	3.72	2.79	13	0.35	0.34	13	15.27	3.88	14	15.27	3.88	14	2.41	2.14	11	8.00	0.71	4
Å15	SKEX16	04	6.13	1.49	16	29.07	3.76	16	6.36	0.51	24	107.12	4.04	16	nan	nan	0	0.09	0.08	16	2.01	2.33	16	0.93	1.09	16	0.12	0.15	16	2.71	2.05	11	0.45	0.38	16	14.62	1.76	16	14.62	1.76	16	1.20	1.24	12	nan	nan	0
Å15	SKEX16	05	9.60	1.34	13	29.24	2.48	13	6.19	0.33	20	107.74	3.63	13	nan	nan	0	0.04	0.03	13	0.30	0.40	13	0.73	0.46	13	0.03	0.02	13	0.89	0.37	3	0.20	0.22	13	12.34	1.98	13	12.34	1.98	13	0.85	0.33	9	8.29	2.31	7
Å15	SKEX16	06	13.77	1.62	15	29.39	2.81	15	6.10	0.20	20	108.88	5.20	15	nan	nan	0	0.03	0.01	15	0.24	0.26	15	0.58	0.70	15	0.03	0.02	15	0.49	0.45	5	0.15	0.11	15	12.02	2.90	15	12.02	2.90	15	1.12	0.63	11	7.57	1.66	7
Å15	SKEX16	07	16.45	1.10	18	30.60	0.83	18	5.70	0.22	20	106.75	3.28	18	nan	nan	0	0.03	0.01	18	0.16	0.08	18	0.29	0.23	18	0.03	0.02	18	0.25	0.30	5	0.20	0.11	18	11.36	1.62	18	11.36	1.62	18	0.99	1.19	13	8.83	1.00	9
Å15	SKEX16	08	17.76	1.18	19	30.02	2.76	19	5.49	0.23	26	103.54	4.91	18	nan	nan	0	0.05	0.03	19	0.14	0.06	19	0.78	0.91	19	0.02	0.01	19	nan	nan	2	0.21	0.12	19	11.52	1.63	19	11.52	1.63	19	0.99	0.45	15	9.86	2.42	7
Å15	SKEX16	09	15.51	0.90	14	32.13	0.88	14	5.23	0.30	17	102.07	1.67	14	nan	nan	0	0.06	0.06	14	0.14	0.05	14	1.06	0.31	14	0.02	0.00	14	nan	nan	1	0.17	0.12	14	10.57	1.29	14	10.57	1.29	14	1.28	0.49	12	7.67	1.70	3
Å15	SKEX16	10	12.63	1.50	14	30.40	3.05	14	5.17	0.41	15	98.61	2.52	13	nan	nan	0	0.15	0.06	13	0.38	0.27	13	1.87	1.13	13	0.09	0.07	13	0.22	0.20	10	0.40	0.24	13	12.33	2.00	13	12.33	2.00	13	1.71	0.58	11	nan	nan	2
Å15	SKEX16	11	9.34	1.18	10	30.79	2.89	10	5.32	0.26	21	99.03	1.02	13	nan	nan	0	0.25	0.12	12	1.80	0.75	13	2.87	2.23	13	0.39	0.23	13	1.02	0.46	13	0.53	0.49	10	12.35	2.48	13	12.35	2.48	13	1.42	0.57	10	nan	nan	0
Å15	SKEX16	12	7.22	2.01	15	30.46	3.22	15	5.79	0.39	18	99.16	1.60	15	nan	nan	0	0.43	0.08	15	3.88	0.71	15	4.58	1.48	15	0.30	0.19	15	3.27	0.82	15	0.56	0.35	14	14.45	2.51	15	14.45	2.51	15	1.31	0.80	12	nan	nan	1
Å17	SKEX18	01	4.92	2.20	13	32.24	2.00	13	5.93	0.53	15	98.60	1.00	13	nan	nan	0	0.50	0.08	13	5.84	1.07	13	4.55	1.26	13	0.22	0.42	13	5.39	1.09	12	0.20	0.14	12	13.70	1.62	13	13.70	1.62	13	1.16	1.84	13	nan	nan	0
Å17	SKEX18	02	3.59	1.59	16	30.15	3.59	16	6.40	0.32	15	101.44	2.67	16	nan	nan	0	0.44	0.16	16	6.08	2.83	16	5.13	2.66	16	0.14	0.11	16	6.60	1.97	15	0.17	0.15	16	16.34	2.25	16	16.34	2.25	16	3.11	4.15	16	nan	nan	0
Å17	SKEX18	03	4.20	1.47	13	30.57	2.42	13	6.29	0.31	15	105.64	5.30	14	nan	nan	0	0.20	0.13	14	2.70	2.55	14	1.50	1.50	14	0.13	0.14	14	3.14	2.21	11	0.29	0.19	12	14.01	3.09	14	14.01	3.09	14	3.87	5.61	14	7.75	1.09	4
Å17	SKEX18	04	5.79	1.47	15	29.33	3.17	15	6.46	0.33	13	105.92	2.55	15	nan	nan	0	0.11	0.07	15	1.09	1.23	15	0.78	0.67	15	0.05	0.04	15	1.59	1.20	11	0.26	0.17	15	13.17	2.49	15	13.17	2.49	15	1.31	0.81	15	nan	nan	0
Å17	SKEX18	05	9.44	1.59	13	29.63	2.25	13	6.22	0.44	19	107.89	3.02	13	nan	nan	0	0.05	0.03	13	0.65	0.73	13	0.79	0.50	13	0.04	0.03	13	2.77	1.58	5	0.15	0.13	13	12.24	2.12	13	12.24	2.12	13	1.16	0.41	13	nan	nan	1
Å17	SKEX18	06	13.56	1.73	15	30.12	1.80	15	6.16	0.14	19	109.11	5.75	15	nan	nan	0	0.03	0.01	15	0.18	0.13	15	0.46	0.33	15	0.03	0.01	15	0.43	0.52	4	0.13	0.07	15	11.04	1.90	15	11.04	1.90	15	1.14	1.15	15	7.17	0.62	3
Å17	SKEX18	07	16.48	1.52	18	30.55	1.13	18	6.00	0.13	18	106.43	3.45	18	nan	nan	0	0.03	0.01	18	0.14	0.06	18	0.31	0.24	18	0.03	0.04	18	nan	nan	2	0.17	0.10	18	10.98	1.80	18	10.98	1.80	18	0.56	0.23	18	nan	nan	2
Å17	SKEX18	08	17.42	1.86	17	30.58	1.64	17	5.88	0.18	22	104.79	3.73	16	nan	nan	0	0.04	0.02	17	0.13	0.05	17	0.50	0.39	17	0.02	0.01	17	nan	nan	2	0.16	0.09	17	10.89	1.45	17	10.89	1.45	17	0.73	0.40	17	nan	nan	2
Å17	SKEX18	09	15.54	1.12	15	32.05	1.17	15	5.78	0.20	17	101.69	1.90	15	nan	nan	0	0.06	0.04	15	0.14	0.05	15	1.06	0.45	15	0.02	0.00	15	nan	nan	1	0.17	0.13	15	10.59	1.12	15	10.59	1.12	15	0.97	0.46	15	nan	nan	1
Å17	SKEX18	10	13.02	1.15	12	31.16	1.83	12	5.67	0.23	12	97.97	2.01	12	nan	nan	0	0.17	0.08	12	0.59	0.34	12	2.48	1.06	12	0.17	0.09	12	0.28	0.23	10	0.42	0.36	12	11.26	1.33	12	11.26	1.33	12	1.65	0.50	12	nan	nan	1
Å17	SKEX18	11	9.81	0.80	11	31.84	1.89	11	5.64	0.18	16	98.71	1.48	14	nan	nan	0	0.21	0.10	13	1.95	0.87	14	2.36	1.56	14	0.42	0.20	14	1.10	0.57	14	0.28	0.22	11	11.30	2.31	14	11.30	2.31	14	1.29	0.39	14	nan	nan	0
Å17	SKEX18	12	7.74	1.60	15	31.73	2.67	15	5.63	0.21	18	98.63	1.52	15	nan	nan	0	0.43	0.07	15	3.91	0.51	15	4.14	1.37	15	0.26	0.21	15	3.42	0.51	15	0.40	0.45	14	12.86	1.93	14	12.86	1.93	14	0.84	0.40	15	nan	nan	0
B1	BPNX01	01	1.77	1.23	15	6.61	0.34	14	8.09	1.38	17	nan	nan	1	nan	nan	0	0.81	0.19	15	4.94	0.80	15	19.22	2.41	15	nan	nan	0	nan	nan	0	0.07	0.04	15	21.75	1.01	15	21.75	1.01	15	0.46	0.35	15	7.44	1.66	14
B1	BPNX01	02	0.88	1.00	13	6.57	0.23	13	8.35	1.83	20	nan	nan	2	nan	nan	0	0.79	0.12	14	5.20	0.72	14	19.45	1.68	13	nan	nan	0	nan	nan	0	0.07	0.04	13	22.33	1.10	14	22.33	1.10	14	0.74	0.60	14	9.89	3.40	13
B1	BPNX01	03	1.05	1.08	29	6.48	0.24	28	8.20	2.17	42	103.05	3.18	4	nan	nan	0	0.63	0.18	32	3.73	1.69	32	17.76	2.99	30	nan	nan	0	nan	nan	0	0.09	0.03	28	21.79	1.03	32	21.79	1.03	32	2.35	1.74	32	10.03	2.63	30
B1	BPNX01	04	3.06	1.34	59	6.37	0.22	59	8.32	1.54	73	112.25	6.34	8	nan	nan	0	0.27	0.13	61	0.22	0.60	61	9.63	3.89	57	nan	nan	0	nan	nan	0	0.07	0.02	52	20.20	1.48	61	20.20	1.48	61	3.96	2.15	60	7.35	1.61	59
B1	BPNX01	05	7.41	1.39	33	6.20	0.19	33	6.91	1.64	44	109.56	3.48	5	nan	nan	0	0.14	0.10	33	0.03	0.02	33	7.34	2.88	32	nan	nan	0	nan	nan	0	0.07	0.03	32	19.36	1.01	33	19.36	1.01	33	1.80	0.50	33	8.26	1.63	31
B1	BPNX01	06	12.22	1.37	32	6.10	0.22	32	6.19	1.42	42	108.51	2.93	4	nan	nan	0	0.11	0.08	32	0.03	0.02	32	7.82	2.35	30	nan	nan	0	nan	nan	0	0.11	0.12	30	20.72	3.23	32	20.72	3.23	32	2.12	1.25	32	7.23	1.83	30
B1	BPNX01	07	15.82	1.93	37	6.04	0.19	37	5.99	0.96	46	103.91	7.37	4	nan	nan	0	0.08	0.07	38	0.05	0.05	38	9.43	2.42	36	nan	nan	0	nan	nan	0	0.14	0.25	36	21.67	2.06	38	21.67	2.06	38	2.99	1.18	38	5.55	1.13	37
B1	BPNX01	08	17.02	2.52	34	5.98	0.15	34	5.21	1.26	47	101.58	7.10	4	nan	nan	0	0.09	0.10	35	0.08	0.10	35	10.32	2.89	33	nan	nan	0	nan	nan	0	0.18	0.21	33	22.41	2.13	35	22.41	2.13	35	3.06	1.21	35	5.72	1.12	33
B1	BPNX01	09	12.91	2.69	30	6.21	0.29	30	5.02	1.59	39	94.01	3.94	4	nan	nan	0	0.24	0.19	29	0.30	0.42	30	13.01	3.19	28	nan	nan	0	nan	nan	0	0.22	0.25	28	20.38	1.07	30	20.38	1.07	30	2.16	0.84	30	7.73	1.15	30
B1	BPNX01	10	9.79	2.24	29	6.39	0.30	29	4.87	1.58	35	97.63	0.48	3	nan	nan	0	0.34	0.15	30	0.57	0.56	30	13.61	2.24	28	nan	nan	0	nan	nan	0	0.35	0.39	28	20.02	1.09	30	20.02	1.09	30	2.05	0.93	30	8.35	1.73	28
B1	BPNX01	11	6.74	1.13	15	6.54	0.23	14	5.57	1.83	20	nan	nan	1	nan	nan	0	0.55	0.10	15	1.72	0.82	15	15.75	1.93	15	nan	nan	0	nan	nan	0	0.54	0.32	15	20.43	0.96	15	20.43	0.96	15	1.43	0.84	15	9.06	2.54	14
B1	BPNX01	12	4.09	0.96	15	6.65	0.33	15	6.97	1.96	21	nan	nan	2	nan	nan	0	0.75	0.17	15	3.63	0.96	15	18.55	2.58	15	nan	nan	0	nan	nan	0	0.27	0.34	15	21.06	1.00	15	21.06	1.00	15	0.74	0.57	15	7.44	1.71	13
MS4 / C14	GBSX15	01	1.87	1.12	14	5.37	0.08	14	6.05	0.81	17	nan	nan	1	nan	nan	0	0.33	0.08	12	4.04	0.41	13	21.11	1.99	13	0.05	0.01	13	3.88	0.40	13	0.12	0.05	13	18.14	0.83	14	18.14	0.83	14	nan	nan	0	nan	nan	1
MS4 / C14	GBSX15	02	1.25	0.79	15	5.37	0.07	15	6.32	0.59	17	nan	nan	0	nan	nan	0	0.32	0.06	14	4.26	0.39	14	20.61	1.73	14	0.05	0.01	14	4.08	0.36	14	0.14	0.06	13	18.23	0.66	14	18.23	0.66	14	nan	nan	0	nan	nan	1
MS4 / C14	GBSX15	03	0.64	0.66	7	5.40	0.07	7	6.45	0.98	7	nan	nan	0	nan	nan	0	0.32	0.02	6	3.94	0.18	6	20.67	1.46	6	0.06	0.01	6	3.78	0.20	6	0.10	0.02	6	19.48	1.68	7	19.48	1.68	7	nan	nan	0	nan	nan	1
MS4 / C14	GBSX15	04	1.60	0.62	14	5.35	0.06	14	6.47	0.95	16	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	16.52	1.27	14	16.52	1.27	14	nan	nan	0	nan	nan	1
MS4 / C14	GBSX15	05	4.10	1.16	16	5.28	0.11	16	5.94	0.71	16	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	16.56	0.90	16	16.56	0.90	16	nan	nan	0	nan	nan	2
MS4 / C14	GBSX15	06	8.93	2.44	20	5.20	0.16	19	5.48	0.77	25	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	15.99	1.21	20	15.99	1.21	20	nan	nan	0	5.50	0.41	3
MS4 / C14	GBSX15	07	15.14	2.91	17	5.10	0.16	14	5.37	0.53	21	nan	nan	0	nan	nan	0	nan	nan	2	nan	nan	2	nan	nan	1	nan	nan	2	nan	nan	2	nan	nan	1	16.53	1.24	17	16.53	1.24	17	nan	nan	0	5.50	1.12	4
MS4 / C14	GBSX15	08	16.14	1.60	14	5.00	0.26	13	5.34	0.61	17	nan	nan	0	nan	nan	0	nan	nan	2	nan	nan	2	nan	nan	1	nan	nan	2	nan	nan	2	nan	nan	1	17.32	0.90	14	17.32	0.90	14	nan	nan	0	nan	nan	1
MS4 / C14	GBSX15	09	15.00	2.38	8	5.02	0.14	8	5.26	0.67	13	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	17.56	0.93	8	17.56	0.93	8	nan	nan	0	nan	nan	1
MS4 / C14	GBSX15	10	8.56	1.35	9	5.06	0.18	9	5.04	0.45	10	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	15.71	0.59	9	15.71	0.59	9	nan	nan	0	nan	nan	2
MS4 / C14	GBSX15	11	5.71	0.84	6	5.20	0.09	6	5.67	0.69	11	nan	nan	0	nan	nan	0	nan	nan	1	nan	nan	1	nan	nan	1	nan	nan	1	nan	nan	1	nan	nan	1	15.69	0.93	7	15.69	0.93	7	nan	nan	0	nan	nan	0
MS4 / C14	GBSX15	12	3.93	0.89	9	5.29	0.14	9	5.47	0.58	14	nan	nan	0	nan	nan	0	0.20	0.07	10	2.77	0.67	10	18.02	2.01	10	0.05	0.01	10	2.62	0.67	10	0.10	0.03	10	17.58	1.01	10	17.58	1.01	10	nan	nan	0	nan	nan	1
C3	GBSX31	01	1.60	1.35	13	5.29	0.11	13	5.46	0.53	16	nan	nan	0	nan	nan	0	0.30	0.05	12	4.07	0.44	13	20.61	1.74	13	0.05	0.01	13	3.91	0.40	13	0.12	0.05	13	18.28	1.16	14	18.28	1.16	14	nan	nan	0	nan	nan	1
C3	GBSX31	02	0.64	0.73	14	5.26	0.10	14	5.49	0.47	18	nan	nan	0	nan	nan	0	0.30	0.05	14	4.63	0.60	14	21.28	1.81	14	0.05	0.01	14	4.45	0.57	14	0.14	0.06	13	18.78	0.74	14	18.78	0.74	14	nan	nan	0	nan	nan	1
C3	GBSX31	03	0.39	0.73	7	5.26	0.12	7	5.26	0.44	7	nan	nan	0	nan	nan	0	0.29	0.02	6	4.02	0.36	6	20.98	1.41	6	0.06	0.01	6	3.83	0.33	6	0.12	0.06	6	19.65	1.88	7	19.65	1.88	7	nan	nan	0	nan	nan	0
C3	GBSX31	04	1.56	0.57	14	5.18	0.14	14	5.39	0.49	16	nan	nan	0	nan	nan	0	nan	nan	1	nan	nan	1	nan	nan	1	nan	nan	1	nan	nan	1	nan	nan	1	16.11	1.03	14	16.11	1.03	14	nan	nan	0	nan	nan	1
C3	GBSX31	05	3.98	1.19	16	5.17	0.25	16	5.15	0.50	13	nan	nan	0	nan	nan	0	nan	nan	1	nan	nan	1	nan	nan	1	nan	nan	1	nan	nan	1	nan	nan	1	17.70	2.30	16	17.70	2.30	16	nan	nan	0	4.50	1.08	3
C3	GBSX31	06	8.76	2.48	19	5.03	0.24	18	5.07	0.56	24	nan	nan	0	nan	nan	0	nan	nan	2	nan	nan	2	nan	nan	2	nan	nan	2	nan	nan	2	nan	nan	2	16.32	1.19	19	16.32	1.19	19	nan	nan	0	5.50	0.61	4
C3	GBSX31	07	14.27	2.94	18	4.96	0.24	15	4.94	0.51	22	nan	nan	0	nan	nan	0	0.01	0.00	3	0.17	0.06	3	nan	nan	2	0.04	0.01	3	0.07	0.02	3	nan	nan	2	16.20	1.02	18	16.20	1.02	18	nan	nan	0	5.70	1.12	5
C3	GBSX31	08	16.14	1.75	15	4.87	0.21	14	4.90	0.44	19	nan	nan	0	nan	nan	0	0.01	0.00	3	0.19	0.07	4	11.56	1.34	3	0.04	0.01	4	0.07	0.01	4	0.11	0.06	3	17.29	1.47	15	17.29	1.47	15	nan	nan	0	nan	nan	1
C3	GBSX31	09	14.58	2.93	8	4.92	0.10	8	5.08	0.66	13	nan	nan	0	nan	nan	0	nan	nan	1	nan	nan	1	nan	nan	1	nan	nan	1	nan	nan	1	nan	nan	1	17.11	1.23	8	17.11	1.23	8	nan	nan	0	nan	nan	1
C3	GBSX31	10	8.67	1.56	9	5.03	0.19	9	4.79	0.59	11	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	16.13	0.64	9	16.13	0.64	9	nan	nan	0	nan	nan	2
C3	GBSX31	11	6.21	0.99	6	5.07	0.13	6	5.51	0.65	9	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	16.21	0.67	6	16.21	0.67	6	nan	nan	0	nan	nan	0
C3	GBSX31	12	4.05	1.27	11	5.16	0.21	11	5.35	0.59	15	nan	nan	0	nan	nan	0	0.23	0.05	11	3.27	0.79	11	19.58	3.38	11	0.06	0.03	11	3.11	0.76	11	0.11	0.03	11	18.11	1.21	11	18.11	1.21	11	nan	nan	0	nan	nan	0
B7	GBSX59	01	1.03	1.52	7	4.33	0.96	7	8.90	0.42	7	nan	nan	0	nan	nan	0	0.32	0.14	7	6.06	0.58	7	34.12	14.53	7	0.11	0.02	7	5.66	0.49	7	0.33	0.13	6	20.40	0.82	7	20.40	0.82	7	nan	nan	0	nan	nan	2
B7	GBSX59	02	-0.05	0.21	8	3.94	0.42	8	9.17	0.31	10	nan	nan	1	nan	nan	0	0.23	0.07	9	6.65	0.63	9	39.54	13.90	9	0.12	0.03	9	6.28	0.56	9	0.25	0.13	9	20.66	1.45	9	20.66	1.45	9	nan	nan	0	nan	nan	2
B7	GBSX59	03	0.19	0.27	15	3.92	0.56	15	8.99	0.66	19	nan	nan	2	nan	nan	0	0.19	0.09	15	6.75	0.93	15	44.15	17.99	15	0.14	0.04	15	6.25	0.82	15	0.35	0.22	15	21.03	1.36	15	21.03	1.36	15	nan	nan	0	3.58	1.13	6
B7	GBSX59	04	1.32	1.08	15	3.76	0.55	15	8.94	0.63	19	nan	nan	1	nan	nan	0	0.08	0.05	15	4.00	2.64	15	36.44	19.43	15	0.14	0.05	15	3.58	2.48	15	0.27	0.19	15	18.33	2.12	15	18.33	2.12	15	nan	nan	0	2.81	0.86	8
B7	GBSX59	05	5.36	2.27	17	3.52	0.33	17	8.28	0.60	23	nan	nan	2	nan	nan	0	0.04	0.02	17	1.41	1.06	16	32.58	5.40	17	0.12	0.05	17	1.04	1.01	16	0.25	0.14	17	16.91	1.78	17	16.91	1.78	17	nan	nan	0	2.64	0.65	9
B7	GBSX59	06	10.35	2.25	17	3.57	0.26	17	7.25	1.01	20	104.79	4.64	3	nan	nan	0	0.02	0.01	17	0.60	0.43	17	26.65	4.55	18	0.08	0.04	17	0.31	0.32	17	0.20	0.10	17	16.52	1.47	18	16.52	1.47	18	nan	nan	0	3.47	0.59	15
B7	GBSX59	07	16.39	1.78	6	3.32	0.24	5	6.29	0.48	11	nan	nan	0	nan	nan	0	0.03	0.02	5	0.94	0.76	5	25.05	2.11	6	0.08	0.04	5	0.38	0.44	5	0.48	0.30	5	15.82	0.84	6	15.82	0.84	6	nan	nan	0	nan	nan	2
B7	GBSX59	08	15.81	1.34	15	3.62	0.29	15	6.06	0.57	24	nan	nan	2	nan	nan	0	0.03	0.01	13	0.70	0.58	13	24.04	5.35	13	0.08	0.03	13	0.29	0.31	13	0.35	0.25	12	16.98	1.70	13	16.98	1.70	13	nan	nan	0	3.58	0.81	11
B7	GBSX59	09	14.01	1.64	10	3.77	0.49	10	6.06	0.50	14	nan	nan	2	nan	nan	0	0.05	0.04	9	1.25	1.07	9	24.53	5.50	9	0.09	0.05	9	0.68	0.74	9	0.48	0.31	9	18.45	2.13	9	18.45	2.13	9	nan	nan	0	3.20	0.51	5
B7	GBSX59	10	8.26	1.55	16	4.35	0.41	16	7.03	0.60	19	nan	nan	1	nan	nan	0	0.14	0.10	15	2.56	1.23	15	27.42	3.43	15	0.15	0.05	15	1.98	1.23	15	0.44	0.24	15	18.54	1.52	15	18.54	1.52	15	nan	nan	0	3.38	1.11	8
B7	GBSX59	11	4.29	1.89	6	4.37	0.37	6	8.24	0.35	8	nan	nan	1	nan	nan	0	0.23	0.12	6	4.52	1.14	6	28.77	1.87	6	0.23	0.03	5	4.07	1.11	5	0.43	0.16	6	19.48	2.45	6	19.48	2.45	6	nan	nan	0	nan	nan	1
B7	GBSX59	12	1.54	1.39	7	4.06	0.42	7	8.50	0.60	8	nan	nan	1	nan	nan	0	0.23	0.06	7	5.44	0.73	7	32.49	6.35	7	0.17	0.03	7	4.72	0.64	7	0.55	0.17	7	19.76	1.48	7	19.76	1.48	7	nan	nan	0	nan	nan	0
NB1 / B3	GBSX58	01	0.53	0.29	7	4.58	0.28	7	8.85	0.62	18	nan	nan	0	nan	nan	0	0.28	0.05	6	5.96	0.47	6	29.33	2.35	6	0.12	0.03	6	5.62	0.42	6	0.22	0.04	6	19.80	0.40	6	19.80	0.40	6	nan	nan	0	nan	nan	2
NB1 / B3	GBSX58	02	0.11	0.41	9	4.23	0.64	9	9.11	0.36	19	nan	nan	1	nan	nan	0	0.24	0.09	9	6.77	0.99	9	43.92	20.80	9	0.13	0.04	9	6.28	0.83	9	0.36	0.25	9	20.67	1.20	9	20.67	1.20	9	nan	nan	0	3.12	1.02	4
NB1 / B3	GBSX58	03	0.12	0.28	16	3.88	0.68	16	9.11	0.40	23	nan	nan	1	nan	nan	0	0.22	0.07	16	6.94	1.04	16	58.22	26.35	16	0.16	0.05	16	6.43	0.92	16	0.38	0.29	15	20.98	1.73	16	20.98	1.73	16	nan	nan	0	2.50	1.37	8
NB1 / B3	GBSX58	04	1.12	0.91	13	4.05	0.44	13	8.93	0.72	27	nan	nan	2	nan	nan	0	0.11	0.08	14	4.52	2.46	14	40.20	18.58	14	0.14	0.03	14	4.12	2.34	14	0.26	0.16	14	19.02	2.24	14	19.02	2.24	14	nan	nan	0	4.00	1.41	5
